ID,Depth,1302,1300,1298,1296,1292,1292',1050-5,1050-6,1048-5,1048-6,1036-5,1036-6,1034-5,1034-6,1032-5,1032-6,1022,1020,1018
3_1_1,36.79,12476.27286,4361.942217,5633.442483,8193.751102,225.426699,13.11573521,985.4132917,181.8403003,20.09518002,0,25434.19767,0,992.626946,0,400.1470288,0,227515.7311,21967.24043,11143.40969
3_1_140,39.01,53785.28295,9737.491373,12440.78805,19676.96169,336.5398048,19.47863069,7856.117199,827.4976588,104.9643526,146.2962174,82568.71098,0,8942.515457,0,3533.306597,0,254794.9435,21360.86523,12687.16176
3_2_50,41.24,23386.44738,4475.227201,6025.535884,9113.233374,174.3418784,29.45196608,1160.132247,0,24.48278296,0,22739.7082,0,473.888059,0,617.0387572,0,230118.4934,14841.07697,6251.232359
3_3_60,43.44,122732.1136,10571.43336,33655.42979,27801.89079,1050.452673,63.09136841,770.7289954,115.3883434,59.50874646,117.2029182,33788.87082,0,14678.83964,0,4313.662941,0,673519.248,25123.53193,32222.52059
5_1_40,49.15,20418.82237,4789.279569,6558.738647,8001.422727,282.1336054,17.83140722,1226.317935,410.1726662,20.04461432,48.01150407,20757.87061,0,2657.583878,0,640.7234561,0,171344.7333,16121.32748,8503.896189
5_1_80,50.16,6692.038367,1860.716664,2502.098864,3126.445836,96.22216871,4.402519995,450.9031068,0,15.70792962,0,8727.243443,0,696.5726024,0,224.6173179,0,87374.89116,7683.22929,3755.314504
5_3_110,54.6,38600.38732,6553.72967,10076.95643,9695.21112,244.7685493,0,5932.527076,0,108.4219348,0,70069.48481,0,10875.17737,0,3310.235817,0,259793.2332,31257.04277,15751.78787
6_1_130,56.02,14681.81652,3389.707518,4531.805845,4771.587915,109.2060552,2.519887997,729.9820996,140.00105,0,0,14061.10593,0,862.8489212,0,406.520113,0,101720.4824,7554.820571,4991.9963
6_2_45,56.5,16013.38399,2791.787811,4106.301221,4412.505445,95.94161731,1.973841031,520.4145131,190.5889126,2.265063478,8.15422852,10696.6652,0,820.6648561,0,302.0947518,0,88016.19256,6752.736672,4123.774568
6_2_110,56.97,20936.34825,4512.967403,6319.095547,6759.080674,179.8354678,7.180869618,539.8898478,181.8921246,0,0,11777.9508,0,1256.756759,0,453.4405436,0,168954.3936,12814.40127,6662.836106
7_1_140,58.95,47797.31092,8589.625318,10650.15343,12341.90914,329.296316,16.90069753,2616.56517,384.6039514,53.62167782,0,31986.39996,0,5170.955511,0,1346.5456,0,137897.479,15600.90642,8773.68255
7_2_65,59.35,17781.52148,2817.266653,3781.000956,4397.43393,89.88598706,2.631590762,1205.520286,378.3312179,24.02756782,21.78499483,15470.25252,0,2458.56939,0,725.7011985,0,53734.49753,6193.071282,3641.915664
7_2_130,59.82,29019.49044,4192.185784,5891.80265,7022.912491,162.2521545,12.20581288,1576.196227,0,0,0,18161.48316,0,2273.829398,0,599.560883,0,109310.1224,7856.626282,3851.530062
8_3_20,62.9,57377.28574,6646.226956,11824.88158,16301.02872,323.1441738,0,5401.933803,989.4261331,79.66526752,0,65311.24558,0,8173.007171,0,3624.408963,0,189719.279,19398.75029,12719.28653
8_3_85,63.37,125688.1355,12874.07299,25459.06074,34812.3103,400.4205958,0,13111.2227,2395.463942,232.4283054,0,162963.4034,0,22442.16921,0,10151.2579,0,381913.1604,44838.38337,30969.53162
8_3_150,63.85,20735.77726,2882.275097,4340.725815,5145.885462,114.2231446,16.61034204,1049.301735,0,20.1814685,18.37120468,17111.07622,0,1764.017588,0,460.3089215,0,130174.7414,5521.624997,2890.30856
9_3_30,65.97,75252.99568,12977.53033,15471.33405,12207.08392,284.818957,38.45528231,9558.971521,1539.521575,159.7326385,0,67585.28054,0,8698.115593,0,3314.315127,0,197326.5469,14801.2919,8749.490875
9_3_85,66.37,44064.1206,5190.744009,5701.173221,4557.127385,152.5663399,18.03552937,6830.861827,0,48.50608163,66.56534197,32617.30233,0,2605.896685,0,1469.041329,0,99631.80018,8398.481563,4648.301732
9_3_150,66.85,92745.91433,10338.26717,10705.6777,5711.704949,349.8038254,51.80796849,22717.4058,0,216.2235341,188.0245581,63007.43426,0,3344.050189,0,2148.983234,0,188955.289,10692.6139,5931.671085
11_3_120,70.31,44295.84715,2066.248275,967.0670246,234.405998,311.9785236,55.58510636,2661.69187,3030.260964,103.2782659,144.0470009,11898.53269,9051.266245,3202.555823,3192.785744,199.442397,173.0157577,33996.89446,13980.35618,2014.305605
11_2_25,70.71,15634.06916,822.9590477,509.5212121,191.6895723,110.5865528,17.1661453,1628.313833,867.1263769,38.75261992,51.05054682,4430.3748,3354.36699,782.7595838,740.3605926,81.31659883,31.55396677,14582.47638,3754.974314,507.3419967
11_2_145,70.86,14961.35914,701.4586736,405.0913054,125.1560037,130.4511809,16.68011673,2040.647491,882.1913112,52.35312937,62.19164686,4787.683962,3475.430024,907.9212024,858.6812317,96.973969,38.0631533,13738.64774,4106.115729,616.8832711
11_2_50,70.94,24390.98733,1067.116469,446.9627994,55.02373279,163.2022604,27.68855171,3600.108526,1665.467171,97.20833285,161.455039,7370.423904,6889.404029,1762.502745,1924.92759,160.163273,102.0534368,21329.33712,7686.859446,1019.470329
11_2_120,71.45,797.5910535,1300.600811,462.7545604,94.15043165,169.4285208,24.98084187,1615.558271,844.5575219,43.63568946,58.64905114,4191.138996,3402.092384,812.5609163,811.0757368,95.79096455,46.53147859,12928.62964,4112.598483,610.6013737
11_1_76,72.18,21113.1909,1119.046729,670.0667583,320.4790471,138.4205381,18.75796564,2632.206041,1241.099881,70.78970935,102.1293832,6881.908627,4559.861171,1506.483787,1314.514178,193.3460775,74.67511584,20300.6204,5503.503883,908.1408875
12_3_80,73.15,88256.03505,3889.826664,1493.232965,179.8724951,267.2387169,45.50577575,10020.80891,5515.294008,282.1311231,407.4784099,26008.55192,20936.13194,6700.132392,5841.004719,463.5387218,233.0479379,63350.66563,21165.61237,2650.848267
12_2_110,74.47,140192.0453,1572.097281,593.2570936,55.73124264,246.316365,40.10279379,4426.354515,5457.170636,611.6075815,1125.749478,15197.60376,23115.6285,6313.957449,11642.96128,608.7602351,920.7204727,49526.53148,19193.64945,1924.841391
12_2_140,74.6,45763.57113,606.2619088,281.0131162,31.68894155,65.4485545,13.68176954,1898.882364,2474.82044,213.478552,474.4138248,6412.531878,9674.222788,3295.634583,5250.425074,264.3710535,509.3391491,24833.85351,11423.15787,1309.15515
12_1_85,75.07,26309.20844,435.4292754,454.887773,386.9557399,479.8640876,157.3507822,439.7602746,625.5503995,71.27992206,113.5359494,1738.767771,2305.110134,561.3913842,1105.875043,83.44037596,113.9345076,12757.78638,2246.495506,730.1852155
12_1_150,75.55,16388.50356,327.1287398,353.4935513,335.8678125,668.729384,231.6048484,398.6881516,724.8924917,86.54400859,129.7732885,1639.37237,2917.669557,632.0874229,1446.30489,105.8243451,138.7687074,11895.77344,2459.423654,721.6454406
12_1_145,75.82,26948.81296,802.6092696,972.8955753,990.6698655,612.7931888,167.2041751,818.3859679,1049.616072,128.6982854,165.0972407,3677.200809,4390.780138,995.5638104,1868.117531,171.9855452,159.1723346,32620.55677,4834.529063,1778.477951
13_3_50,75.91,9882.27136,323.5108004,334.6508385,295.248226,346.3150042,113.5434118,316.0210476,432.3587729,40.14693577,110.6095376,1437.874367,1937.783577,439.1042025,1007.717551,93.92739257,103.1259875,11787.80093,1862.324706,444.6866269
13_3_78,76.13,29338.18603,532.110355,593.6141854,534.2541866,475.1994354,106.6591703,270.3996309,578.3092156,71.07298587,99.95792189,1590.155126,2089.043191,504.8652372,811.9726598,61.02111332,55.93128802,9699.950531,2143.767686,525.7569469
13_3_90,76.57,114195.3257,9094.453617,6399.502891,3888.925144,1249.135731,140.6385554,37547.99434,7807.310336,351.9472686,300.9603175,79521.04861,28984.67779,4612.392708,2242.533745,1459.354103,0,294848.0584,34825.89073,8666.589887
13_2_22,76.72,10153.16924,1709.950582,2343.03529,2394.955842,369.4993583,20.59847116,2681.587975,0,41.09900982,46.89334996,14313.86455,0,1526.66989,0,755.027004,0,56450.69782,4361.685464,2097.877574
13_2_110,77.82,13992.42661,1778.922423,2210.197623,1961.049093,261.3927206,15.26172012,5762.022181,365.0792962,0,0,20573.95586,0,1433.645845,0,841.7998564,0,57818.22507,4408.060197,2069.593091
13_1_144,79.16,118468.61,10460.27593,14371.96572,13696.22189,0,0,24783.40655,2089.081889,142.1396176,128.7615516,148670.3204,0,7075.442614,0,5855.583893,0,359007.7005,27139.85952,18760.20991
14_3_60,79.57,118070.7641,10292.36786,12756.73,10648.44374,681.5289937,66.29133571,36541.16433,2820.179759,209.0488538,273.7979898,108022.8567,0,4467.496685,0,3011.2066,0,417659.3778,29311.28488,16664.60552
14_1_32,81.5,69699.9942,8848.426875,13300.64446,16191.39355,683.6047282,47.41109175,6109.709357,918.7005285,123.2688385,137.4921661,55322.16973,0,6182.21672,0,4410.685473,0,303693.3918,18330.45558,8656.317132
15_3_33,82.64,69190.94696,9338.822511,13281.18961,14807.85545,345.5935478,23.31167016,7575.507896,1281.723243,119.5409887,174.1441937,62956.26563,0,6931.91219,0,3942.000807,0,315666.5698,22213.03902,10207.34575
15_3_41,82.7,61474.35866,10244.89707,13907.72882,17083.94415,418.7725899,0,6318.673221,0,112.0162332,143.3372719,55799.62112,0,6744.380621,0,3768.130232,0,333493.7454,25329.33703,11922.88298
14_1_101,82.8,102612.5596,15264.05184,23261.29108,28338.95371,0,0,9151.16197,1191.679848,114.6213867,208.722953,91783.97681,0,10557.41007,0,5198.66213,0,512477.5369,34458.71211,16441.98789
15_3_83,83.01,59350.7264,7986.162122,12408.09475,13701.07965,266.5972655,11.99253754,7286.518534,1367.14928,97.17637328,146.1196022,61010.74607,0,5185.983504,0,3891.420636,0,313251.2873,24149.49909,11029.11073
15_3_133,83.37,39734.93098,7486.248551,4785.417706,11215.24257,399.8672837,34.05202014,2368.940873,384.7231959,46.11659891,130.7840893,25582.17892,0,2386.442115,0,2696.965617,0,165552.6719,6946.269941,3287.166839
15_2_52,83.88,47663.78473,8928.998045,11515.99419,13681.89454,720.416207,0,6783.626869,652.6826875,48.58204083,71.50367688,59323.27647,0,3490.344637,0,2222.742646,0,343167.9245,34065.70654,18814.88727
16_3_25,84.93,158075.6603,29773.22066,33800.91454,33332.05749,1046.990783,0,14916.07886,0,186.4201903,321.5116606,124116.3765,0,9079.452165,0,9255.099581,0,691584.4021,48049.65263,20107.39865
16_1_78,87.51,145975.895,6746.173624,5791.368438,3963.222398,697.0654208,62.75697696,28280.14487,9113.146345,485.664895,619.5513621,63115.45153,31989.96646,8130.759958,6647.035207,1215.333933,130.0458509,293112.7126,45159.43209,9467.548483
17_3_26,88.72,109191.4046,4403.377785,2061.179728,114.6965652,362.1969382,40.1002232,18256.33443,10457.67064,577.0495702,975.5993648,33478.48019,27214.88023,8256.547983,8972.987162,627.969197,359.2190531,95271.35102,31662.64566,4813.449627
17_2_147,90.7,127885.2257,4077.038398,1845.017652,112.8496021,110.3009942,0,19410.31026,12434.32512,979.5655704,1227.363794,44462.24492,34337.70849,16923.95793,10342.36207,984.8665664,439.7529289,92145.59689,34052.97735,4742.689509
18_3_38,91.43,135656.913,3969.342894,1453.895939,35.60443985,62.12219204,8.403612645,22460.39788,12809.98335,1498.64375,1678.501303,54465.53393,35458.72404,25107.19819,11883.70227,1292.065528,613.1974295,90770.45127,37843.26387,5083.965228
18_2_123,92.42,91519.30125,3970.072055,1070.526751,231.7380211,62.18930242,4.056899601,22459.09514,12826.48178,1041.18844,932.7405876,56528.74009,32019.37695,16537.50595,7847.923855,883.1672534,215.9556922,123378.777,30182.78881,3957.901356
18_3_150,92.66,50539.9177,2916.809498,936.8659844,180.8718759,67.7162679,5.499325266,10858.41774,6658.680902,548.8606242,584.349914,23012.29941,16638.06878,8956.210449,5103.420451,524.3466828,229.3871098,46866.29852,17005.38176,2561.28744
18_2_85,93.21,60529.23248,3270.519858,956.9656083,166.5390939,74.77446035,6.046849851,9620.508615,7180.825927,558.758423,616.7786848,22138.01875,19206.44695,9270.735223,5840.873497,466.3153624,219.1024424,44801.81847,16830.5364,2073.302581
18_1_15,93.76,59550.68569,3720.473525,1271.072258,250.0700833,73.03148333,6.550183333,10678.48229,7462.036191,603.8105916,612.6257916,27926.46177,20393.93459,10634.8042,6346.484875,590.4041416,265.833375,55612.18901,18731.74905,2498.068517
18_1_114,94.18,105146.8595,4427.69556,1533.727281,180.1296133,256.5152857,24.02804554,15173.73707,8957.023133,994.1141297,1221.908548,37482.14086,25656.90513,16182.27483,10130.51015,744.7579762,510.6870025,60913.88085,28784.53483,3376.480973
19_3_95,95.43,128474.3785,4689.343363,1744.474591,201.5200559,236.5385885,23.61078798,12019.12765,8379.121617,909.9038988,1361.401983,30253.5208,25857.82579,14440.42057,14387.76428,772.823146,1188.174315,64049.21092,37098.18448,4133.739946
19_3_130,95.66,62254.26945,3100.91705,882.8040263,57.88058046,76.33126723,10.41449891,11632.8701,6948.173141,871.3380636,978.8877927,28983.42528,20396.32045,14228.93431,9472.412348,617.8101058,569.7181529,47063.17063,26071.14585,2862.96077
19_2_65,96.25,50553.35256,2207.441472,707.0596359,60.87945499,78.72764862,10.04655482,8554.463615,5248.947037,638.200727,629.7545083,21405.98542,15546.48791,10680.3324,7086.577494,475.3442951,471.5657236,39192.78838,20738.60079,2342.80324
19_2_76,96.39,86650.82217,3604.323077,1068.567371,100.2510479,99.26395887,10.22291856,16953.04373,10767.45925,1269.414875,1579.444173,43638.08298,28462.76638,21566.20148,14343.83061,957.5557296,1071.235361,73222.96321,42591.45674,4873.009509
19_2_118,96.74,68113.96391,2879.549037,1006.664679,84.8667285,128.6313862,18.48300666,9880.162301,6535.306802,848.8223872,969.9571693,25749.77522,19918.24444,14183.05795,9514.793327,669.498447,631.4467186,45109.31586,26003.62575,2924.528661
20_3_21,98.07,120422.6502,3440.929921,1221.437275,43.12893072,88.25457119,10.88206817,20082.90797,10572.78919,1576.513893,1470.286561,49265.104,30401.38528,25421.38371,12579.21976,1113.691208,619.2873503,76480.77179,40530.67007,3946.32779
20_2_105,99.78,91632.54798,2993.778382,1088.138845,54.84545176,75.26900096,0,22748.82049,15175.7783,1740.639468,1668.297144,55177.42712,40918.19936,25400.89468,13918.58793,1124.626906,597.9072921,90956.8101,38182.15504,3703.587369
20_2_124,99.9,204446.2661,3724.905421,678.1820906,31.26875969,43.49934467,0.538453426,14022.28875,8571.063181,1055.907169,716.2199791,32595.39355,24440.01642,14218.67041,8058.378597,597.1833109,302.4569818,52451.59441,20973.45326,2072.776465
20_1_87,100.34,198033.3623,4108.958357,1658.340107,41.48415769,77.96558765,6.542028578,25933.88404,20755.75297,2985.653568,3186.404053,60628.92971,64669.05566,36308.15599,36353.12923,1859.962862,4433.032495,123305.9762,60327.17543,7055.872854
20_1_118,100.56,271011.8204,5833.930682,2236.171503,203.4981581,102.8183354,45.18032501,40695.08304,33821.83516,4349.836775,3672.233734,35376.33026,34652.32489,15252.48396,13347.0691,2252.770435,1606.532248,94703.83364,70704.45912,7893.318464
20_1_146,100.78,170835.7848,3112.539805,1127.33917,34.67697601,52.28863759,7.905964872,26306.96956,22181.37356,2682.371757,2731.928658,58356.65846,79577.5537,31159.36798,40904.04817,1440.396096,4497.304904,142338.8951,52591.24964,4934.575465
21_2_35,102.16,174966.0473,2230.331142,866.1473687,28.51911439,122.3297953,24.64557908,12883.69901,16440.21638,1559.921425,2565.749369,29490.69152,56923.63672,14782.11362,30214.62174,932.3144295,2393.674853,109361.1598,31978.50639,2474.897558
22_1_20,104.63,303587.136,2667.559173,1042.388463,42.21347322,184.1813542,39.92145645,28678.53811,28967.2502,3537.237804,4617.125197,72174.05866,114089.4107,40774.75,68137.83957,2520.288181,7744.924817,251519.3733,106256.9397,9890.640575
22_2_53,105.97,180318.8223,1259.389747,463.0852344,47.26921766,91.89748308,18.25701767,20067.2182,17160.21872,2384.703325,2444.947656,45116.99468,67269.22553,24804.12965,36907.91997,1446.361511,3430.099391,126514.0899,52345.74026,3993.04324
22_3_40,106.37,19700.19034,1248.709675,218.4642181,3.87274598,6.481806444,0.853571219,2977.694867,2258.636136,280.3614685,319.6540858,6394.382079,7594.77829,3893.276702,4456.191916,191.1149293,415.1490331,14668.92815,7146.244953,562.880205
22_3_145,106.78,131356.0273,1189.271487,370.4965834,1.62828113,79.82752619,16.74207008,15712.4119,13793.67047,1738.294484,1906.00744,35324.2231,45599.42855,20533.50182,25433.50075,1006.569994,2201.895347,84722.47327,37673.08126,2985.05682
23_2_38,108.15,147904.441,1242.524427,544.9639316,36.29244104,50.5725942,10.12922259,25924.84596,16885.80099,2401.111565,2110.103489,54590.97667,52371.47944,36683.42079,28759.32825,1709.739259,2261.995353,104685.5784,57443.64602,4743.202727
23_2_124,108.78,104253.3339,1299.259661,336.0291572,29.65238573,28.02759747,8.286420122,24024.789,16849.41972,2113.455127,2387.335695,42448.22613,49236.72983,38694.36128,38563.72631,2134.139909,3962.658939,114283.7764,86438.75535,6663.938243
24_2_60,109.94,211838.5078,1863.477225,713.7741924,52.26084846,122.6318416,46.79495407,20141.84427,20208.02396,2599.880789,3105.675688,51206.70837,79459.53036,28042.2123,48476.95452,1790.601363,5498.710493,177531.4698,74667.7988,7130.138165
24_3_43,110.91,278774.5281,911.2993839,428.957676,24.77075264,212.4756332,73.60365555,13124.46535,21442.58705,1476.19152,3866.092391,28296.94376,84821.56804,14658.9412,54073.63746,1625.5223,4633.840167,176492.8895,63805.73384,5649.910311
25_1_1,112.01,118664.2474,1325.227941,394.6604335,43.30223894,86.20973372,26.22656323,8244.010635,12722.19182,1215.566815,2010.264576,23789.66394,54583.32148,12935.71851,32310.34837,1197.875099,2943.421844,128073.6445,47765.94617,4232.082121
25_1_37,112.28,342261.5647,2364.927578,925.4607033,68.1662798,136.2167898,38.73136757,26115.86858,40249.0497,3671.416796,6626.872486,64224.6751,140323.5102,38116.1106,88480.16823,2458.178106,9255.42569,253088.2945,99448.37818,8426.804348
25_1_86,112.57,182357.2382,8722.513207,1215.204428,50.10330089,131.6032629,52.98846288,6133.02168,18392.49719,1841.155568,1815.775525,9482.683022,22740.20174,12127.47349,22494.54076,1104.829389,1370.62787,70473.58836,19166.89344,6347.966249
25_2_90,113.76,246258.6942,1379.784109,623.9541043,41.97655684,264.5995683,80.99661488,11235.55295,17710.54742,1571.594535,3261.932779,33805.55355,77290.91487,15850.36911,42567.82292,1549.701554,3513.15953,164799.8058,60062.77394,5592.368375
25_3_73,114.73,187587.7839,1190.190596,583.7514592,56.3561427,195.0050063,56.44434295,9071.652075,12637.48015,1240.705812,2066.598051,25280.92314,54008.06492,12766.55729,31483.1565,1187.922441,2858.996788,142828.1268,51527.96106,4727.006395
26_2_14,114.89,314886.968,1862.549586,944.6432157,44.86383633,155.0377268,50.13715704,20850.13935,32713.10832,2718.724766,6302.990573,52395.10073,140398.979,23611.52985,82331.68714,2019.089779,7622.234195,256926.6204,74972.21095,5702.271693
26_3_40,116.17,324671.1535,2460.910188,1126.331631,38.58634671,219.9984695,62.43447991,21122.70287,32556.59283,2850.612032,6773.759033,50811.67132,131306.5685,25701.29321,81228.03195,2059.744552,7806.881531,247613.7807,78879.0042,6132.734537
27_3_80,120.28,288168.7333,1806.079269,1008.418548,190.6442746,446.8027312,147.8689573,14262.86153,15425.20125,1351.54705,1966.166329,25844.78127,52170.60156,12007.71875,24475.74341,650.94994,1590.101566,106782.9443,33197.89866,2347.004189
